Commodity Name,City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Season,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Shelled/Unshelled,Purchase Lot Size,Section or Sale,Import/Export,Supply Tone,Demand Tone,Basis of Sale,Market Tone,Price Comment,Comments,Rpt City
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/9/15,20,25.55,21.95,23,2015,bchd 18s,,,,,,,,,,,,LIGHT.,GOOD.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 27.55,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/10/15,20,23,21.45,23,2015,bchd 14s,,,,,,,,,,,,LIGHT.,"CROWNS GOOD, BUNCHED FAIRLY GOOD.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWNS SLIGHTLY HIGHER, BUNCHED ABOUT STEADY.",few 25.05-26.55,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/10/15,20,25.55,21.95,23,2015,bchd 18s,,,,,,,,,,,,LIGHT.,"CROWNS GOOD, BUNCHED FAIRLY GOOD.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWNS SLIGHTLY HIGHER, BUNCHED ABOUT STEADY.",occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/11/15,22.5,26.55,23,25.05,2015,bchd 14s,,,,,,,,,,,,FAIRLY LIGHT.,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED SLIGHTLY HIGHER, CROWNS ABOUT STEADY.",,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/11/15,20,25.55,22.95,25.05,2015,bchd 18s,,,,,,,,,,,,FAIRLY LIGHT.,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED SLIGHTLY HIGHER, CROWNS ABOUT STEADY.",few 27.50 occasional higher,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/14/15,23,26.5,23.45,25.55,2015,bchd 18s,,,,,,,,,,,,,FAIRLY GOOD.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY HIGHER, BUNCHED ABOUT STEADY.",,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/14/15,22,25.65,22.95,25.05,2015,bchd 14s,,,,,,,,,,,,,FAIRLY GOOD.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY HIGHER, BUNCHED ABOUT STEADY.",,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/15/15,22.95,27.05,22.95,25.05,2015,bchd 14s,,,,,,,,,,,,,GOOD.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/15/15,23.45,27.55,23.45,25.55,2015,bchd 18s,,,,,,,,,,,,,GOOD.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/16/15,21,25.55,23,25.55,2015,bchd 14s,,,,,,,,,,,,,FAIRLY GOOD.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT ABOUT STEADY, BUNCHED SLIGHTLY HIGHER.",few 26.55,Extra services included. Crop progress slowed by unseasonably cold temperatures.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/16/15,23.95,28.55,23.95,25.55,2015,bchd 18s,,,,,,,,,,,,,FAIRLY GOOD.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT ABOUT STEADY, BUNCHED SLIGHTLY HIGHER.",,Extra services included. Crop progress slowed by unseasonably cold temperatures.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/17/15,20.45,24.5,20.45,22.95,2015,bchd 18s,,,,,,,,,,,,,"BUNCHED FAIRLY LIGHT, CROWN CUT FAIRLY GOOD AT SLIGHTLY LOWER PRICES.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED LOWER, CROWN CUT SLIGHTLY LOWER.",one label 25.05-25.55 occasional higher,Extra services included. Crop progress slowed by unseasonably cold temperatures.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/17/15,20.45,23.5,20.45,22.95,2015,bchd 14s,,,,,,,,,,,,,"BUNCHED FAIRLY LIGHT, CROWN CUT FAIRLY GOOD AT SLIGHTLY LOWER PRICES.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED LOWER, CROWN CUT SLIGHTLY LOWER.",few 25.05-26.55,Extra services included. Crop progress slowed by unseasonably cold temperatures.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/18/15,18.95,24.5,20.45,22.56,2015,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,one label 25.05-25.55,Extra services included. Crop progress slowed by unseasonably cold temperatures.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/18/15,18.45,23.5,20.45,22.56,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 25.05-26.55,Extra services included. Crop progress slowed by unseasonably cold temperatures.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/21/15,,,,,2015,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",supplies insufficient to establish a market,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/21/15,18.45,22.55,20.5,22.55,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",one label 26.55,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/22/15,18.45,22.55,20,22.55,2015,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/22/15,18.45,22.55,20,22.55,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",one label 26.55,Extra services included.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/23/15,18.45,22.55,20,22.55,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,one label 26.55,Extra services included. Wide range in quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/23/15,18.45,22.55,20,22.55,2015,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Wide range in quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/24/15,18.45,22.55,20,22.55,2015,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 24.55-26.55,Extra services included. Wide range in quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/24/15,18.45,22.55,20,22.55,2015,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Wide range in quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/28/15,,,,,2015,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED SLIGHTLY LOWER, CROWN CUT ABOUT STEADY.",supplies insufficient to establish a market,Extra services included. Wide range in quality. Harvest delayed approximately 11:30 am due to ice in fields.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/28/15,17,22.55,19,22.55,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED SLIGHTLY LOWER, CROWN CUT ABOUT STEADY.",few 24.55-26.55,Extra services included. Wide range in quality. Harvest delayed approximately 11:30 am due to ice in fields.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/29/15,15.45,19,17,19,2015,bchd 14s,,,,,,,,,,,,,"BUNCHED FAIRLY LIGHT, CROWN CUT MODERATE.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED LOWER, CROWN CUT ABOUT STEADY.",few 22.05-24.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/30/15,15,20,16,18.45,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED SLIGHTLY LOWER, CROWN CUT MUCH LOWER.",few 22.05-24.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,12/31/15,15,20,16,18.45,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 22.05-24.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/4/16,15,20.55,16,18.45,2015,bchd 14s,,,,,,,,,,,,,"CROWN CUT MODERATE, BUNCHED FAIRLY LIGHT.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT HIGHER, BUNCHED ABOUT STEADY.",,Extra services included. Wide range in price and quality. Harvest curtailed due to rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/5/16,15,20.55,16,18.45,2015,bchd 14s,,,,,,,,,,,,,"BUNCHED FAIRLY LIGHT, CROWN CUT MODERATE.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 14.05-14.55,Extra services included. Wide range in price and quality. Harvest curtailed due to rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/6/16,15,20.5,16,18.5,2015,bchd 14s,,,,,,,,,,,,,"CROWN CUT FAIRLY GOOD, BUNCHED MODERATE.","Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY HIGHER, BUNCHED ABOUT STEADY.",few 22.55 occasional lower,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/7/16,15,20.5,16,18.5,2015,bchd 14s,,,,,,,,,,,,LIGHT.,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",few 22.55 occasional lower,Extra services included. Wide range in price and quality. Harvest curtailed due to rain and wet fields.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/8/16,14.45,18.55,16,18.55,2015,bchd 14s,,,,,,,,,,,,FAIRLY LIGHT.,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 22.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/11/16,14.45,18.55,16,18.55,2015,bchd 14s,,,,,,,,,,,,FAIRLY LIGHT.,MODERATE.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",one label 21.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/12/16,13,18.55,16,18.55,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 12.00-12.45 occasional higher,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/13/16,12,16.5,14,16.5,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED LOWER, CROWN CUT MUCH LOWER.",few 18.05-20.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/14/16,12,17.55,14,16.5,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",few 18.05-20.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/15/16,12,16.55,14,16.5,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,few 18.05-18.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/19/16,9,14,10,12.5,2015,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",,few 16.55-18.55 occasional lower,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/20/16,7.5,12.5,8.55,10.5,2015,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",SLIGHTLY LOWER.,few 13.55-16.55,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/21/16,6,9.45,8,9.45,2015,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","14S SLIGHTLY LOWER, CROWN CUT LOWER.",occasional higher,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/21/16,6,9.45,8,9.45,2015,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","14S SLIGHTLY LOWER, CROWN CUT LOWER.",occasional higher,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/22/16,6,9.45,8,9.45,2015,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",occasional higher,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/22/16,6,9.45,8,9.45,2015,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT SLIGHTLY LOWER, BUNCHED ABOUT STEADY.",occasional higher,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/25/16,6,9.55,7,8.55,2015,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED LOWER, CROWN CUT ABOUT STEADY.",occasional higher,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/25/16,6,9.55,7,8.55,2015,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","BUNCHED LOWER, CROWN CUT ABOUT STEADY.",,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/26/16,6,9.55,7,8,2015,bchd 18s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",SLIGHTLY LOWER.,,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/26/16,6,9.55,7,8,2015,bchd 14s,,,,,,,,,,,,,LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",SLIGHTLY LOWER.,,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/27/16,6,9.55,7,8,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/27/16,6,8.55,7,8,2015,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis",ABOUT STEADY.,,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/28/16,6,8.55,7,8,2015,bchd 18s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT LOWER, BUNCHED ABOUT STEADY.",,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
BROCCOLI,"IMPERIAL, COACHELLA & PALO VERDE VALLEYS CALIFORNIA",,cartons,,,,1/28/16,6,9.55,7,8,2015,bchd 14s,,,,,,,,,,,,,FAIRLY LIGHT.,"Sales F.O.B. Shipping Point and/or Delivered Sales, Shipping Point Basis","CROWN CUT LOWER, BUNCHED ABOUT STEADY.",,Extra services included. Wide range in price and quality.,"PHOENIX, AZ"
